179.91	676.90
180.01	679.80
180.11	680.36
180.21	681.74
180.31	681.76
0.00	-18.25
0.10	6.56
0.20	29.28
0.30	48.77
0.40	65.58
0.50	81.10
0.61	95.45
0.71	107.58
0.81	118.00
0.91	126.60
1.01	135.87
1.11	142.32
1.21	147.11
1.31	147.60
1.41	142.07
1.51	133.97
1.61	125.27
1.72	116.71
1.82	107.57
1.92	97.59
2.02	86.46
2.12	74.49
2.22	64.12
2.32	52.66
2.42	41.63
2.52	30.15
2.62	18.14
2.73	7.68
2.83	-3.35
2.93	-15.29
3.03	-27.92
3.13	-37.78
3.23	-49.44
3.33	-60.81
3.43	-71.07
3.53	-83.27
3.63	-93.21
3.74	-96.90
3.84	-105.30
3.94	-114.29
4.04	-122.17
4.14	-130.11
4.24	-137.21
4.34	-142.05
4.44	-146.10
4.54	-151.09
4.64	-153.89
4.75	-155.59
4.84	-158.21
4.95	-160.70
5.05	-160.77
5.15	-161.43
5.25	-161.11
5.35	-159.20
5.45	-156.49
5.55	-154.02
5.65	-150.72
5.75	-147.33
5.86	-142.46
5.96	-137.74
6.06	-132.70
6.16	-127.52
6.26	-122.64
6.36	-117.91
6.46	-111.21
6.56	-103.05
6.66	-95.65
6.76	-87.77
6.86	-79.63
6.97	-71.10
7.07	-61.94
7.17	-52.75
7.27	-45.76
7.37	-36.47
7.47	-28.40
7.57	-20.03
7.67	-12.38
7.77	-2.66
7.88	5.73
7.98	14.54
8.08	22.06
8.18	28.76
8.28	36.07
8.38	43.42
8.48	50.30
8.58	61.98
8.68	67.88
8.78	73.74
8.88	78.55
8.98	83.12
9.09	87.82
9.19	92.83
9.29	96.64
9.39	99.65
9.49	103.67
9.59	106.74
9.69	107.15
9.79	107.84
9.89	109.70
10.00	109.62
10.10	114.49
10.20	114.01
10.30	112.96
10.40	110.86
10.50	109.47
10.60	108.25
10.70	105.08
10.80	103.48
10.90	99.96
11.00	97.61
11.11	95.33
11.21	92.81
11.31	88.32
11.41	84.15
11.51	79.65
11.61	74.76
11.71	70.33
11.81	65.31
11.91	60.54
12.02	55.72
12.11	50.78
12.22	45.49
12.32	39.72
12.42	34.23
12.52	29.77
12.62	24.08
12.72	19.13
12.82	14.77
12.92	10.03
13.02	6.18
13.13	1.97
13.23	-2.68
13.33	-5.84
13.43	-9.60
13.53	-12.87
13.63	-16.23
13.73	-18.67
13.83	-20.73
13.93	-23.45
14.03	-26.27
14.14	-28.46
14.24	-30.59
14.34	-32.81
14.44	-33.92
14.54	-34.97
14.64	-37.22
14.74	-39.36
14.84	-38.69
14.94	-40.76
15.04	-41.97
15.15	-41.37
15.25	-40.80
15.35	-40.11
15.45	-38.61
15.55	-38.08
15.65	-36.77
15.75	-35.48
15.85	-33.61
15.95	-32.28
16.05	-29.52
16.15	-27.79
16.26	-24.85
16.36	-21.51
16.46	-19.83
16.56	-17.14
16.66	-14.38
