20.10	582.09
20.20	581.98
20.30	583.49
20.40	583.86
0.00	-47.60
0.10	-38.72
0.20	-30.53
0.30	-24.66
0.40	-21.92
0.50	-19.83
0.61	-19.44
0.71	-20.51
0.81	-22.74
0.91	-26.05
1.01	-30.50
1.11	-36.47
1.21	-43.30
1.31	-50.49
1.41	-58.61
1.51	-67.58
1.61	-77.35
1.72	-86.78
1.82	-97.05
1.92	-107.49
2.02	-117.37
2.12	-127.85
2.22	-138.21
2.32	-148.15
2.42	-157.99
2.52	-167.94
2.62	-178.39
2.73	-187.57
2.83	-195.74
2.93	-204.06
3.03	-211.90
3.13	-218.31
3.23	-224.89
3.33	-230.75
3.43	-236.71
3.53	-241.63
3.63	-244.94
3.74	-248.45
3.84	-249.93
3.94	-251.08
4.04	-251.78
4.14	-251.59
4.24	-250.11
4.34	-247.95
4.44	-244.70
4.54	-241.02
4.64	-238.42
4.75	-232.85
4.85	-226.35
4.95	-219.39
5.05	-211.52
5.15	-203.24
5.25	-194.23
5.35	-184.37
5.45	-174.10
5.55	-162.89
5.65	-151.80
5.76	-139.61
5.86	-127.38
5.96	-114.96
6.06	-101.76
6.16	-89.32
6.26	-77.21
6.36	-64.00
6.46	-50.80
6.56	-37.86
6.66	-24.47
6.76	-11.54
6.86	1.54
6.97	14.16
7.07	26.55
7.17	39.12
7.27	51.07
7.37	63.01
7.47	74.81
7.57	86.42
7.67	95.70
7.77	105.42
7.88	114.65
7.98	126.66
8.08	134.58
8.18	141.60
8.28	146.92
8.38	152.22
8.48	157.16
8.58	161.71
8.68	164.87
8.78	167.63
8.89	169.60
8.99	171.37
9.09	171.55
9.19	171.97
9.29	171.92
9.39	170.98
9.49	169.03
9.59	165.78
9.69	162.44
9.79	158.51
9.89	153.74
10.00	148.35
10.10	142.83
10.20	136.84
10.30	130.45
10.40	124.53
10.50	117.15
10.60	109.64
10.70	101.86
10.80	93.77
10.90	85.28
11.01	76.62
11.11	67.79
11.21	58.90
11.31	49.45
11.41	40.33
11.51	31.26
11.61	22.45
11.71	13.58
11.81	4.40
11.92	-4.57
12.02	-12.89
12.12	-21.25
12.22	-29.69
12.32	-37.20
12.42	-44.34
12.52	-51.02
12.62	-57.57
12.72	-64.29
12.82	-70.13
12.92	-75.77
13.03	-80.83
13.13	-85.39
13.23	-89.47
13.33	-91.90
13.43	-94.95
13.53	-96.71
13.63	-98.87
13.73	-100.68
13.83	-100.99
13.94	-102.29
14.03	-101.88
14.14	-101.04
14.24	-100.03
14.34	-98.83
14.44	-96.94
14.54	-95.14
14.64	-92.99
14.74	-89.59
14.84	-85.76
14.94	-81.72
15.05	-76.88
15.15	-71.89
15.25	-67.05
15.35	-61.64
15.45	-56.21
15.55	-50.40
15.65	-44.73
15.75	-38.84
15.85	-32.75
15.95	-27.01
16.06	-21.26
16.16	-14.10
16.26	-7.80
16.36	-1.41
16.46	6.06
16.56	12.76
16.66	19.57
16.76	26.29
16.86	32.88
16.96	38.94
17.06	45.54
17.17	51.56
17.27	57.08
17.37	62.58
17.47	67.80
17.57	72.66
17.67	77.03
17.77	81.03
17.87	84.43
17.97	87.80
18.07	89.91
18.18	92.42
18.28	94.00
18.38	95.80
18.48	97.11
18.58	98.00
18.68	98.60
18.78	98.57
18.88	99.24
18.98	99.13
19.08	99.27
19.19	98.46
19.29	94.69
19.39	93.50
19.49	91.73
19.59	89.24
19.69	86.93
19.79	83.73
19.89	81.40
19.99	77.58
20.10	74.05
20.20	70.35
20.30	66.73
20.40	63.04
20.50	58.39
20.60	54.72
20.70	50.63
20.80	46.10
20.90	41.05
21.00	36.60
21.10	31.77
21.21	26.58
21.31	21.25
21.41	21.74
21.51	17.65
21.61	13.02
21.71	8.22
21.81	2.80
21.91	-4.04
22.01	-8.48
22.11	-12.16
22.21	-16.30
22.32	-20.89
22.42	-24.19
22.52	-27.33
22.62	-30.52
22.72	-33.64
22.82	-36.46
22.92	-38.89
23.02	-40.34
23.12	-41.82
23.23	-43.28
23.33	-44.47
23.43	-45.20
23.53	-45.49
23.63	-45.61
23.73	-45.73
23.83	-45.79
23.93	-45.60
24.03	-44.82
24.13	-44.08
24.24	-43.28
24.34	-41.76
24.44	-40.18
24.54	-38.67
24.64	-36.98
24.74	-34.59
24.84	-31.61
24.94	-28.78
25.04	-26.29
25.14	-23.17
25.25	-20.01
25.35	-16.66
25.45	-13.48
25.55	-9.96
25.65	-6.51
25.75	-2.78
25.85	-0.14
25.95	3.01
26.05	6.46
26.15	13.14
26.25	16.83
26.36	21.14
26.46	24.73
