879.66	12.92
879.76	13.18
879.86	13.27
879.96	13.21
880.06	13.05
880.16	13.04
880.26	12.74
880.36	12.35
880.47	12.14
880.57	12.18
880.67	12.42
880.77	12.50
880.87	12.67
880.97	12.94
881.07	13.24
881.17	13.48
881.27	13.56
881.38	13.88
881.48	13.89
881.58	13.84
881.68	13.90
881.78	14.00
881.88	14.05
881.98	14.15
882.08	14.14
882.18	14.19
882.28	13.98
882.39	13.83
882.49	13.89
882.59	14.04
882.69	14.09
882.79	14.39
882.89	14.52
882.99	14.49
883.09	14.77
883.19	14.88
883.29	14.83
883.40	15.09
883.50	15.09
883.60	14.78
883.70	14.69
883.80	14.96
883.90	14.86
884.00	14.92
884.10	14.92
884.20	14.28
884.30	14.31
884.41	14.25
884.51	14.48
884.61	14.61
884.71	14.78
884.81	14.74
884.91	15.00
885.01	14.85
885.11	15.16
885.21	15.25
885.32	15.04
885.42	14.84
885.52	14.70
885.62	14.56
885.72	14.33
885.82	14.47
885.92	14.24
886.02	14.13
886.12	14.17
