1030.27	-331.05
1030.37	-331.15
1030.47	-331.54
1030.57	-331.76
1030.67	-331.82
1030.77	-331.73
1030.88	-331.55
1030.98	-331.32
1031.08	-331.25
1031.18	-331.09
1031.28	-331.04
1031.38	-331.13
1031.48	-331.08
1031.58	-331.02
1031.69	-330.72
1031.79	-330.69
1031.89	-330.90
1031.99	-331.51
1032.09	-331.68
1032.19	-331.60
1032.29	-331.82
1032.39	-331.98
1032.49	-331.63
1032.59	-331.65
1032.70	-331.76
1032.80	-331.03
1032.90	-330.72
1033.00	-330.59
1033.10	-330.66
1033.20	-330.68
1033.30	-330.79
1033.40	-330.85
1033.51	-331.06
1033.61	-331.01
1033.71	-331.31
1033.81	-331.24
1033.91	-331.18
1034.01	-331.82
1034.11	-331.73
1034.21	-331.49
1034.31	-331.47
1034.42	-331.29
1034.52	-331.33
1034.62	-331.61
1034.72	-331.53
1034.82	-331.56
1034.92	-331.73
1035.02	-331.74
1035.12	-331.90
1035.22	-332.16
1035.33	-331.95
1035.43	-331.95
1035.53	-332.21
1035.63	-332.35
1035.73	-332.23
1035.83	-332.27
